1	0.367879
1.01	0.360559
1.02	0.353313
1.03	0.346144
1.04	0.339053
1.05	0.33204
1.06	0.325107
1.07	0.318256
1.08	0.311486
1.09	0.3048
1.1	0.298197
1.11	0.291679
1.12	0.285247
1.13	0.278901
1.14	0.272641
1.15	0.266468
1.16	0.260384
1.17	0.254387
1.18	0.248478
1.19	0.242659
1.2	0.236928
1.21	0.231286
1.22	0.225734
1.23	0.22027
1.24	0.214896
1.25	0.209612
1.26	0.204416
1.27	0.199309
1.28	0.194291
1.29	0.189361
1.3	0.18452
1.31	0.179766
1.32	0.1751
1.33	0.170521
1.34	0.166028
1.35	0.161621
1.36	0.1573
1.37	0.153064
1.38	0.148912
1.39	0.144844
1.4	0.140859
1.41	0.136956
1.42	0.133134
1.43	0.129393
1.44	0.125732
1.45	0.122151
1.46	0.118647
1.47	0.115222
1.48	0.111872
1.49	0.108598
1.5	0.105399
1.51	0.102274
1.52	0.0992217
1.53	0.0962411
1.54	0.0933314
1.55	0.0904916
1.56	0.0877206
1.57	0.0850175
1.58	0.0823812
1.59	0.0798107
1.6	0.0773049
1.61	0.0748628
1.62	0.0724834
1.63	0.0701655
1.64	0.0679082
1.65	0.0657104
1.66	0.063571
1.67	0.061489
1.68	0.0594632
1.69	0.0574927
1.7	0.0555763
1.71	0.0537131
1.72	0.051902
1.73	0.0501419
1.74	0.0484319
1.75	0.0467707
1.76	0.0451576
1.77	0.0435913
1.78	0.042071
1.79	0.0405955
1.8	0.039164
1.81	0.0377754
1.82	0.0364287
1.83	0.0351231
1.84	0.0338574
1.85	0.0326309
1.86	0.0314424
1.87	0.0302912
1.88	0.0291763
1.89	0.0280969
1.9	0.0270519
1.91	0.0260406
1.92	0.0250621
1.93	0.0241156
1.94	0.0232002
1.95	0.022315
1.96	0.0214593
1.97	0.0206323
1.98	0.0198332
1.99	0.0190613
2	0.0183157
2.01	0.0175958
2.02	0.0169008
2.03	0.01623
2.04	0.0155827
2.05	0.0149582
2.06	0.0143559
2.07	0.0137751
2.08	0.0132151
2.09	0.0126754
2.1	0.0121552
2.11	0.0116541
2.12	0.0111714
2.13	0.0107066
2.14	0.010259
2.15	0.00982824
2.16	0.00941364
2.17	0.00901473
2.18	0.008631
2.19	0.00826195
2.2	0.00790709
2.21	0.00756597
2.22	0.00723811
2.23	0.00692308
2.24	0.00662043
2.25	0.00632975
2.26	0.00605062
2.27	0.00578264
2.28	0.00552543
2.29	0.0052786
2.3	0.00504179
2.31	0.00481464
2.32	0.0045968
2.33	0.00438795
2.34	0.00418774
2.35	0.00399587
2.36	0.00381203
2.37	0.00363592
2.38	0.00346725
2.39	0.00330574
2.4	0.00315113
2.41	0.00300315
2.42	0.00286155
2.43	0.00272607
2.44	0.00259649
2.45	0.00247258
2.46	0.00235411
2.47	0.00224087
2.48	0.00213264
2.49	0.00202924
2.5	0.00193047
2.51	0.00183613
2.52	0.00174606
2.53	0.00166007
2.54	0.00157801
2.55	0.0014997
2.56	0.00142499
2.57	0.00135373
2.58	0.00128578
2.59	0.00122099
2.6	0.00115924
2.61	0.00110039
2.62	0.00104432
2.63	0.000990905
2.64	0.000940037
2.65	0.000891601
2.66	0.000845492
2.67	0.000801608
2.68	0.000759848
2.69	0.000720121
2.7	0.000682334
2.71	0.000646401
2.72	0.000612237
2.73	0.000579763
2.74	0.000548902
2.75	0.000519579
2.76	0.000491725
2.77	0.000465271
2.78	0.000440152
2.79	0.000416306
2.8	0.000393673
2.81	0.000372196
2.82	0.00035182
2.83	0.000332494
2.84	0.000314166
2.85	0.000296789
2.86	0.000280317
2.87	0.000264706
2.88	0.000249915
2.89	0.000235903
2.9	0.000222632
2.91	0.000210066
2.92	0.000198169
2.93	0.000186909
2.94	0.000176253
2.95	0.000166172
2.96	0.000156636
2.97	0.000147617
2.98	0.00013909
2.99	0.000131029
3	0.000123411
3.01	0.000116213
3.02	0.000109412
3.03	0.000102989
3.04	9.69235e-05
3.05	9.1197e-05
3.06	8.57917e-05
3.07	8.06907e-05
