-2	-0.270002	1	2.57387e-10
-2	-0.100002	1	1.8681e-09
-2	-0.0900016	1	-6.03686e-08
-2	-0.0700016	1	-1.41517e-09
-2	-0.0600016	1	-1.72804e-11
-2	-0.0200016	1	1.21963e-09
-2	-0.0100016	1	-3.9654e-10
-2	0.00999839	1	4.07454e-10
-2	0.0199984	1	-1.21236e-09
-2	0.0599984	1	1.72804e-11
-2	0.0699984	1	1.41154e-09
-2	0.0899984	1	6.02886e-08
-2	0.0999984	1	-1.839e-09
-2	0.269998	1	-2.23736e-10
-1.99	-0.300002	1	-3.76531e-10
-1.99	-0.100002	1	-5.91172e-11
-1.99	-0.0900016	1	2.27374e-11
-1.99	-0.0800016	1	6.97764e-09
-1.99	-0.0700016	1	3.18323e-12
-1.99	-0.0500016	1	-2.38433e-08
-1.99	-0.0400016	1	3.40879e-09
-1.99	-0.0300016	1	-7.18501e-10
-1.99	-0.0200016	1	2.01908e-10
-1.99	-0.0100016	1	-6.09361e-11
-1.99	0.00999839	1	6.09361e-11
-1.99	0.0199984	1	-2.00998e-10
-1.99	0.0299984	1	7.18501e-10
-1.99	0.0399984	1	-3.40515e-09
-1.99	0.0499984	1	2.38142e-08
-1.99	0.0699984	1	-3.18323e-12
-1.99	0.0799984	1	-6.97037e-09
-1.99	0.0899984	1	-2.251e-11
-1.99	0.0999984	1	5.63887e-11
-1.99	0.299998	1	3.65617e-10
-1.98	-0.340002	1	-7.27596e-12
-1.98	-0.310002	1	4.94038e-09
-1.98	-0.300002	1	4.6748e-10
-1.98	-0.280002	1	3.27418e-11
-1.98	-0.270002	1	-9.76434e-09
-1.98	-0.140002	1	-1.41372e-08
-1.98	-0.110002	1	7.49424e-09
-1.98	-0.0900016	1	6.09434e-08
-1.98	-0.0800016	1	2.18279e-11
-1.98	-0.0700016	1	2.07801e-07
-1.98	-0.0600016	1	-1.07029e-08
-1.98	-0.0500016	1	7.09406e-10
-1.98	-0.0400016	1	-4.27463e-11
-1.98	-0.0300016	1	-4.60432e-12
-1.98	-0.0200016	1	4.54747e-12
-1.98	-0.0100016	1	-1.93268e-12
-1.98	0.00999839	1	1.93268e-12
-1.98	0.0199984	1	-4.43379e-12
-1.98	0.0299984	1	4.66116e-12
-1.98	0.0399984	1	4.27463e-11
-1.98	0.0499984	1	-7.10315e-10
-1.98	0.0599984	1	1.06884e-08
-1.98	0.0699984	1	-2.0751e-07
-1.98	0.0799984	1	-2.18279e-11
-1.98	0.0899984	1	-6.07979e-08
-1.98	0.269998	1	1.02445e-08
-1.98	0.279998	1	-3.31966e-11
-1.98	0.299998	1	-4.6748e-10
-1.98	0.309998	1	-3.45972e-09
-1.98	0.339998	1	9.54969e-12
-1.97	-0.340002	1	2.57496e-08
-1.97	-0.320002	1	-3.84716e-10
-1.97	-0.310002	1	-1.43409e-08
-1.97	-0.300002	1	-7.7307e-12
-1.97	-0.290002	1	8.29914e-11
-1.97	-0.280002	1	4.26326e-13
-1.97	-0.270002	1	2.40834e-09
-1.97	-0.160002	1	-1.63709e-11
-1.97	-0.120002	1	1.04592e-10
-1.97	-0.110002	1	-1.59162e-12
-1.97	-0.0900016	1	-5.00222e-11
-1.97	-0.0700016	1	-7.85803e-09
-1.97	-0.0600016	1	2.78305e-10
-1.97	-0.0500016	1	-6.36646e-12
-1.97	-0.0400016	1	-1.13687e-12
-1.97	-0.0200016	1	-2.57831e-07
-1.97	0.0199984	1	2.57773e-07
-1.97	0.0399984	1	1.13687e-12
-1.97	0.0499984	1	6.36646e-12
-1.97	0.0599984	1	-2.78305e-10
-1.97	0.0699984	1	7.84348e-09
-1.97	0.0899984	1	4.91127e-11
-1.97	0.109998	1	1.59162e-12
-1.97	0.119998	1	-1.13687e-10
-1.97	0.159998	1	1.72804e-11
-1.97	0.269998	1	-2.36651e-09
-1.97	0.279998	1	-4.26326e-13
-1.97	0.289998	1	-8.18545e-11
-1.97	0.299998	1	7.90124e-12
-1.97	0.309998	1	1.41044e-08
-1.97	0.319998	1	7.567e-10
-1.97	0.339998	1	-2.37633e-08
-1.96	-0.340002	1	7.41784e-09
-1.96	-0.330002	1	9.77707e-11
-1.96	-0.310002	1	9.72068e-09
-1.96	-0.290002	1	6.80666e-09
-1.96	-0.280002	1	-4.51837e-09
-1.96	-0.260002	1	-5.84805e-10
-1.96	-0.250002	1	3.40515e-09
-1.96	-0.160002	1	-5.54661e-07
-1.96	-0.130002	1	8.86757e-12
-1.96	-0.120002	1	9.54969e-12
-1.96	-0.110002	1	-2.95586e-12
-1.96	-0.100002	1	-6.57565e-10
-1.96	-0.0800016	1	-6.53745e-09
-1.96	-0.0700016	1	2.03727e-10
-1.96	-0.0600016	1	-5.68434e-12
-1.96	-0.0300016	1	4.99567e-08
-1.96	-0.0200016	1	-1.88593e-08
-1.96	-0.0100016	1	6.25732e-09
-1.96	0.00999839	1	-6.30098e-09
-1.96	0.0199984	1	1.88738e-08
-1.96	0.0299984	1	-4.99567e-08
-1.96	0.0599984	1	5.68434e-12
